====================== TABLE 1: ALPHABETICAL TICKER ORDER ======================

Symbol  | Trailing  Forward   Blended  | P/B Ratio  P/S Ratio | Final Value
ULUSE   |     31.57       N/A     31.57  |     166.57       2.80 |      43.7420
DOCO    |     22.70     28.08     24.31  |     264.86      52.38 |      68.8349
LINK    |     17.80       N/A     17.80  |     324.09       4.33 |      82.2611
POLTK   |   3322.98       N/A   3322.98  |     655.73     370.51 |     386.3597
TRHOL   |    541.72       N/A    541.72  |    1110.82     106.98 |     314.8971
ISBTR   |       N/A       N/A       N/A  |   31468.95   33156.35 |    8536.8350
ISKUR   | 10901162.00       N/A 10901162.00  |  222657.66        N/A |  443084.3248
ISATR   |       N/A       N/A       N/A  |  293908.10  309667.78 |   79676.8512
ARZUM   |       N/A       N/A       N/A  |        N/A       0.27 |       8.4466
BORLS   |       N/A       N/A       N/A  |        N/A       0.72 |       8.4555
CRFSA   |       N/A       N/A       N/A  |        N/A       0.23 |       8.4459
GMTAS   |       N/A       N/A       N/A  |        N/A        N/A |       8.6412
MMCAS   |   5920.00       N/A   5920.00  |        N/A     103.64 |     181.6904
NETAS   |       N/A       N/A       N/A  |        N/A       0.32 |       8.4475

################################################################################


========================= TABLE 3: SORTED BY BLENDED P/E =========================

Symbol  | Trailing  Forward   Blended  | P/B Ratio  P/S Ratio | Final Value
---------------------------------------------------------------------------
ACSEL   |      0.02       N/A      0.02  |       2.57       1.95 |       0.6832
MRGYO   |      1.24       N/A      1.24  |       0.23      17.99 |       0.4967
YYAPI   |      1.44       N/A      1.44  |       0.28     172.62 |       3.6151
ASGYO   |      1.46       N/A      1.46  |       0.31      37.03 |       0.9127
ATEKS   |      1.69       N/A      1.69  |       0.44       4.32 |       0.3059
MERKO   |      2.01       N/A      2.01  |       0.81      19.39 |       0.7207
KERVN   |      2.04       N/A      2.04  |       0.95  -23579.90 |       0.5703
MEGAP   |      2.49       N/A      2.49  |       0.29       0.07 |       0.2333
FORTE   |      2.59       N/A      2.59  |       2.27       3.36 |       0.8017
ADESE   |      2.75       N/A      2.75  |       0.36       3.73 |       0.3424
HLGYO   |      2.81       N/A      2.81  |       0.41       2.30 |       0.3293
TUREX   |      2.82       N/A      2.82  |       1.09       1.00 |       0.4747
ALBRK   |      2.46      4.37      3.04  |       0.69       0.78 |       0.3844
LIDFA   |      3.18       N/A      3.18  |       1.14       0.65 |       0.5048
GLRYH   |      3.18       N/A      3.18  |       0.37       0.06 |       0.3003
TSKB    |      3.04      3.60      3.20  |       0.72       1.79 |       0.4242
ESCOM   |      3.22       N/A      3.22  |       1.09       1.92 |       0.5181
HDFGS   |      3.36       N/A      3.36  |       0.68       2.34 |       0.4334
MHRGY   |      3.45       N/A      3.45  |       0.58      11.95 |       0.6079
RGYAS   |      3.45       N/A      3.45  |       0.43       4.63 |       0.4230
ANSGR   |      4.53      0.99      3.47  |       1.57       0.57 |       0.6284
A1CAP   |      3.56       N/A      3.56  |       0.79       0.26 |       0.4333
ISFIN   |      3.61       N/A      3.61  |       1.05       2.66 |       0.5507
SRVGY   |      3.72       N/A      3.72  |       0.33       2.20 |       0.3322
RYGYO   |      3.78       N/A      3.78  |       0.63      14.99 |       0.7029
IHLGM   |      3.88       N/A      3.88  |       0.85       1.07 |       0.4840
YKSLN   |      4.09       N/A      4.09  |       2.02       1.29 |       0.7957
VAKFN   |      4.21       N/A      4.21  |       1.10       5.00 |       0.6470
GIPTA   |      4.26       N/A      4.26  |       2.63       4.05 |       1.0141
ISCTR   |      4.85      2.92      4.27  |       0.88       0.93 |       0.5146
EDIP    |      4.43       N/A      4.43  |       0.35       3.14 |       0.3871
IHGZT   |      4.43       N/A      4.43  |       0.24       0.43 |       0.2705
AHSGY   |      4.53       N/A      4.53  |       1.51      26.57 |       1.2031
TURSG   |      5.79      1.77      4.59  |       2.26       1.32 |       0.8876
GARAN   |      4.91      4.07      4.66  |       1.28       1.60 |       0.6542
SEKFK   |      4.70       N/A      4.70  |       1.01       1.64 |       0.5882
VAKBN   |      4.23      5.84      4.71  |       0.98       1.31 |       0.5767
GARFA   |      4.82       N/A      4.82  |       1.93       3.05 |       0.8555
MTRYO   |      4.85       N/A      4.85  |       1.01       0.08 |       0.5671
CATES   |      4.89       N/A      4.89  |       0.50       0.86 |       0.4350
BIOEN   |      4.90       N/A      4.90  |       3.35       3.17 |       1.2174
EGEGY   |      4.93       N/A      4.93  |       2.41       1.30 |       0.9478
PSGYO   |      5.01       N/A      5.01  |       0.53      95.62 |       2.3504
AKGRT   |      4.63      6.15      5.08  |       1.47       0.65 |       0.7094
AYES    |      5.46       N/A      5.46  |       1.85       0.47 |       0.8251
ATLAS   |      5.54       N/A      5.54  |       1.04       0.08 |       0.6210
KIMMR   |      5.69       N/A      5.69  |       0.87       0.26 |       0.5903
BULGS   |      5.70       N/A      5.70  |       2.18       8.04 |       1.0741
INFO    |      5.79       N/A      5.79  |       2.09       0.32 |       0.9038
AKBNK   |      6.39      4.41      5.79  |       1.32       1.91 |       0.7439
RTALB   |      5.82       N/A      5.82  |       0.59       6.88 |       0.6314
OYYAT   |      5.83       N/A      5.83  |       1.02       0.47 |       0.6402
AKFGY   |      6.20       N/A      6.20  |       0.30       6.17 |       0.4717
YKBNK   |      7.15      4.21      6.27  |       1.25       1.61 |       0.7493
ANHYT   |      6.74      6.08      6.54  |       3.85       1.08 |       1.4077
MNDTR   |      6.61       N/A      6.61  |       0.84       0.39 |       0.6457
GLYHO   |      6.79       N/A      6.79  |       2.22       1.27 |       1.0204
FROTO   |      9.62      0.46      6.87  |       1.81       0.37 |       0.9051
DZGYO   |      7.02       N/A      7.02  |       0.54      29.67 |       1.0964
KOTON   |      7.10       N/A      7.10  |       1.78       0.37 |       0.9130
AKSGY   |      7.21       N/A      7.21  |       0.47       5.04 |       0.5691
KRSTL   |      7.58       N/A      7.58  |       1.07       0.64 |       0.7699
MERIT   |      7.60       N/A      7.60  |       0.30      17.32 |       0.7359
PAGYO   |      7.73       N/A      7.73  |       0.85      11.38 |       0.9234
SANKO   |      7.73       N/A      7.73  |       1.34       0.58 |       0.8457
RAYSG   |      7.73       N/A      7.73  |       3.24       0.93 |       1.3281
NTGAZ   |      7.89       N/A      7.89  |       1.29       0.97 |       0.8537
KOCMT   |      8.00       N/A      8.00  |       0.72       0.55 |       0.6420
ISMEN   |      8.02       N/A      8.02  |       1.73       0.03 |       0.9534
PCILT   |      8.03       N/A      8.03  |       1.75       0.34 |       0.9633
TTKOM   |      8.06      8.35      8.14  |       0.88       0.87 |       0.7433
MACKO   |      8.60       N/A      8.60  |       4.13       3.38 |       1.6578
PGSUS   |     10.21      4.86      8.61  |       0.76       0.54 |       0.6824
GENTS   |      8.72       N/A      8.72  |       1.34       0.91 |       0.9179
ULKER   |     11.24      3.50      8.92  |       0.76       0.34 |       0.6845
LMKDC   |      9.03       N/A      9.03  |       1.65       1.64 |       1.0307
TRGYO   |     11.88      2.43      9.04  |       0.68       5.87 |       0.7568
GSDDE   |      9.09       N/A      9.09  |       0.67       3.06 |       0.6972
AGESA   |      7.36     13.83      9.30  |       4.34       0.93 |       1.7057
OZSUB   |      9.38       N/A      9.38  |       3.07       1.28 |       1.3992
YBTAS   |      9.51       N/A      9.51  |       2.90       2.61 |       1.3925
SISE    |     11.90      4.23      9.60  |       0.33       0.60 |       0.4771
DESA    |      9.78       N/A      9.78  |       1.19       1.37 |       0.9577
KLNMA   |      9.90       N/A      9.90  |       2.65       5.34 |       1.4098
ATATP   |      9.95       N/A      9.95  |       4.63       0.79 |       1.8161
DOAS    |     13.59      1.68     10.02  |       0.59       0.16 |       0.6241
IDGYO   |     10.04       N/A     10.04  |       1.92      29.19 |       1.7142
HALKB   |     10.30      9.72     10.13  |       1.38       1.85 |       1.0367
AEFES   |     14.54      0.70     10.39  |       1.06       0.51 |       0.8999
PLTUR   |     10.57       N/A     10.57  |       0.62       0.71 |       0.6679
ZRGYO   |     10.84       N/A     10.84  |       1.06      23.44 |       1.3726
AYGAZ   |      9.00     15.18     10.86  |       0.64       0.62 |       0.6859
PAHOL   |     10.86       N/A     10.86  |       0.70       5.32 |       0.8121
GEDIK   |     10.94       N/A     10.94  |       2.63       0.03 |       1.3660
PNLSN   |     11.19       N/A     11.19  |       1.00       1.05 |       0.8985
YGGYO   |     11.37       N/A     11.37  |       1.94      17.94 |       1.5796
KRGYO   |     11.39       N/A     11.39  |       0.65       8.66 |       0.8681
BRYAT   |     11.46       N/A     11.46  |       1.49     279.05 |       6.6941
OYAKC   |     11.50       N/A     11.50  |       1.45       1.88 |       1.1442
YUNSA   |     11.51       N/A     11.51  |       1.05       1.42 |       0.9462
MEGMT   |     11.52       N/A     11.52  |       4.47       0.79 |       1.8780
TCELL   |     12.80      8.63     11.55  |       0.91       0.95 |       0.8579
CIMSA   |     13.37      7.98     11.76  |       1.30       0.99 |       1.0816
SURGY   |     11.85       N/A     11.85  |       1.28        N/A |       1.2512
CCOLA   |     13.17      8.87     11.88  |       2.79       1.21 |       1.4890
LYDYE   |     11.88       N/A     11.88  |       7.96     510.11 |      12.9606
INDES   |     11.95       N/A     11.95  |       1.28       0.09 |       1.0596
ORGE    |     12.11     11.77     12.01  |       2.29       2.41 |       1.3980
RYSAS   |     12.06       N/A     12.06  |       1.85       3.52 |       1.3141
MAVI    |     16.25      2.32     12.07  |       2.19       0.63 |       1.3422
SANEL   |     12.13       N/A     12.13  |       6.64       4.28 |       2.5301
MTRKS   |     12.21       N/A     12.21  |       3.13       2.29 |       1.6194
AVTUR   |     12.23       N/A     12.23  |       0.58      28.49 |       1.2461
CRDFA   |     12.26       N/A     12.26  |       6.09      10.09 |       2.5168
TUPRS   |     12.98     10.75     12.31  |       1.22       0.49 |       1.0403
TOASO   |     13.47      9.80     12.37  |       2.65       0.39 |       1.4701
VKGYO   |     12.41       N/A     12.41  |       0.35       6.69 |       0.6885
NTHOL   |     12.61       N/A     12.61  |       0.26       0.78 |       0.5304
MPARK   |     14.38      8.81     12.71  |       2.04       1.48 |       1.3619
KZBGY   |     12.80       N/A     12.80  |       0.43       6.32 |       0.7379
AKSA    |     10.62     19.19     13.20  |       1.37       1.35 |       1.1702
LIDER   |     13.26       N/A     13.26  |       7.02      36.56 |       3.3445
BRKVY   |     13.29       N/A     13.29  |       3.81       2.78 |       1.8691
ICBCT   |     13.42       N/A     13.42  |       3.80       3.32 |       1.8848
GLCVY   |     13.54       N/A     13.54  |       1.95       1.02 |       1.3841
TATGD   |     13.63       N/A     13.63  |       0.63       0.58 |       0.7615
SKBNK   |     13.70       N/A     13.70  |       1.97       2.31 |       1.4250
LILAK   |     13.78       N/A     13.78  |       1.28       1.68 |       1.1424
EGGUB   |     13.93       N/A     13.93  |       1.16       2.82 |       1.1062
MGROS   |     16.58      8.27     14.09  |       1.38       0.29 |       1.1787
AKSEN   |     13.80     14.90     14.13  |       1.58       2.55 |       1.3347
TBORG   |     14.34       N/A     14.34  |       1.80       1.04 |       1.3983
AKMGY   |     14.55       N/A     14.55  |       0.85       8.07 |       1.0590
TRCAS   |      7.69     31.40     14.80  |       0.77        N/A |       1.0590
TNZTP   |     14.87       N/A     14.87  |       1.14       2.92 |       1.1214
AVPGY   |     15.09       N/A     15.09  |       0.51       3.15 |       0.7902
ENERY   |     15.24       N/A     15.24  |       1.63       2.72 |       1.4007
CWENE   |     15.31       N/A     15.31  |       2.45       2.27 |       1.6489
MOGAN   |     15.49       N/A     15.49  |       0.39       2.55 |       0.7221
OSMEN   |     15.50       N/A     15.50  |       1.07       0.12 |       1.0481
GRSEL   |     15.78       N/A     15.78  |       2.51       2.70 |       1.7039
BLCYT   |     15.90       N/A     15.90  |       0.52       4.08 |       0.8325
BASGZ   |     15.91       N/A     15.91  |       1.00       0.68 |       1.0299
EGPRO   |     16.03       N/A     16.03  |       2.10       1.66 |       1.5962
KCHOL   |     20.20      6.49     16.09  |       0.69       0.18 |       0.8554
LOGO    |     19.03     10.41     16.44  |       2.62       2.19 |       1.7616
BIMAS   |     20.55      6.94     16.46  |       2.32       0.59 |       1.6560
SMRVA   |     16.47       N/A     16.47  |       3.62       4.82 |       2.0675
GWIND   |     16.65       N/A     16.65  |       0.89       4.80 |       1.0736
CGCAM   |     16.65       N/A     16.65  |       0.74       3.31 |       0.9634
ASUZU   |     16.71       N/A     16.71  |       0.92       0.51 |       1.0063
GLRMK   |     16.72       N/A     16.72  |       2.94       1.21 |       1.8408
SAYAS   |     16.77       N/A     16.77  |       3.30       2.01 |       1.9493
SNGYO   |     16.86       N/A     16.86  |       0.26       2.20 |       0.6813
KATMR   |     17.19       N/A     17.19  |       0.60       2.70 |       0.8873
PETUN   |     17.41       N/A     17.41  |       0.37       0.34 |       0.7219
ENKAI   |     14.50     24.31     17.44  |       1.42       3.38 |       1.3595
KLSYN   |     17.46       N/A     17.46  |       1.74       3.17 |       1.5319
BESLR   |     17.54       N/A     17.54  |       0.49       0.28 |       0.7932
SKTAS   |     17.57       N/A     17.57  |       0.82       1.15 |       0.9898
GRTHO   |     17.67       N/A     17.67  |       3.51       4.65 |       2.1133
LINK    |     17.80       N/A     17.80  |     324.09       4.33 |      82.2611
YIGIT   |     18.10       N/A     18.10  |       1.05       0.60 |       1.1216
KARSN   |     18.35       N/A     18.35  |       1.42       0.59 |       1.3350
ISKPL   |     18.57       N/A     18.57  |       3.27       3.54 |       2.0902
A1YEN   |     18.62       N/A     18.62  |       0.55       3.77 |       0.9242
SAHOL   |     25.10      3.51     18.63  |       0.53       0.77 |       0.8528
ARTMS   |     18.82       N/A     18.82  |       1.38       4.76 |       1.4075
ALARK   |     25.49      4.18     19.10  |       0.53       5.10 |       0.9576
TERA    |     19.17       N/A     19.17  |       2.01       0.29 |       1.6732
MOBTL   |     19.17       N/A     19.17  |       1.62       0.84 |       1.4709
KRVGD   |     19.20       N/A     19.20  |       0.83       0.41 |       1.0287
CONSE   |     19.36       N/A     19.36  |       0.91       1.36 |       1.0950
TRMET   |     19.70       N/A     19.70  |       1.56       2.06 |       1.4810
TRENJ   |     20.16       N/A     20.16  |       1.60       1.06 |       1.4941
AKFYE   |     20.26       N/A     20.26  |       0.44       4.53 |       0.9278
TCKRC   |     20.42       N/A     20.42  |       4.60       8.25 |       2.6364
TEHOL   |     20.54       N/A     20.54  |       9.17      18.62 |       3.9938
TUKAS   |     20.73       N/A     20.73  |       0.59       1.19 |       0.9568
GOKNR   |     20.74       N/A     20.74  |       0.86       0.56 |       1.0942
ENJSA   |     23.37     16.42     21.29  |       1.21       0.53 |       1.3016
DERIM   |     21.41       N/A     21.41  |       2.75       0.47 |       2.0815
AFYON   |     21.90       N/A     21.90  |       0.69       1.35 |       1.0526
YYLGD   |     22.00       N/A     22.00  |       0.88       0.49 |       1.1435
SUNTK   |     22.27       N/A     22.27  |       1.73       1.05 |       1.6288
COSMO   |     22.57       N/A     22.57  |       6.04       1.48 |       2.9993
ZEDUR   |     22.66       N/A     22.66  |       0.77      13.79 |       1.3660
YEOTK   |     22.69       N/A     22.69  |       8.01       1.96 |       3.5105
BNTAS   |     22.82       N/A     22.82  |       0.91       1.17 |       1.1974
QNBTR   |     22.88       N/A     22.88  |       5.93       8.31 |       3.1300
BRKSN   |     23.21       N/A     23.21  |       0.91       0.89 |       1.1986
TABGD   |     23.28       N/A     23.28  |       2.39       1.20 |       2.0214
BALSU   |     23.32       N/A     23.32  |       3.47       1.22 |       2.3999
EUREN   |     23.53       N/A     23.53  |       0.83       1.18 |       1.1700
LKMNH   |     23.86       N/A     23.86  |       1.42       0.77 |       1.4969
BASCM   |     23.90       N/A     23.90  |       1.19       0.83 |       1.3726
DOCO    |     22.70     28.08     24.31  |     264.86      52.38 |      68.8349
PSDTC   |     24.39       N/A     24.39  |       4.04      12.63 |       2.8413
THYAO   |     33.21      4.54     24.61  |      20.65      17.85 |       7.1126
ARASE   |     24.81       N/A     24.81  |       1.31       0.83 |       1.4653
ELITE   |     25.03       N/A     25.03  |       1.96       1.80 |       1.8500
DAPGM   |     25.23       N/A     25.23  |       1.65       3.11 |       1.7127
ISDMR   |     25.40       N/A     25.40  |       1.13       1.33 |       1.3966
VBTYZ   |     25.46       N/A     25.46  |       3.13       1.30 |       2.4551
OZRDN   |     26.02       N/A     26.02  |       6.48       3.91 |       3.3817
ATATR   |     26.51       N/A     26.51  |       3.35       4.96 |       2.6532
KBORU   |     26.78       N/A     26.78  |       3.13       2.73 |       2.5658
FONET   |     27.15       N/A     27.15  |       3.00       5.66 |       2.5614
KRONT   |     27.93       N/A     27.93  |       5.57       7.45 |       3.3480
AHGAZ   |     28.28       N/A     28.28  |       1.81       1.64 |       1.8612
NETCD   |     28.50       N/A     28.50  |       7.04      14.98 |       3.9027
BESTE   |     28.92       N/A     28.92  |       1.17      14.70 |       1.7879
PEKGY   |     28.96       N/A     28.96  |       1.30     194.40 |       5.4548
HTTBT   |     29.24       N/A     29.24  |       3.75       6.57 |       2.9612
TRALT   |     29.38       N/A     29.38  |       3.49       7.37 |       2.9224
BOSSA   |     29.50       N/A     29.50  |       0.72       1.29 |       1.2885
EGEEN   |     29.66       N/A     29.66  |       2.29       4.27 |       2.2156
FRMPL   |     29.68       N/A     29.68  |       1.57       1.71 |       1.7711
PATEK   |     29.95       N/A     29.95  |       3.93       6.51 |       3.0504
OFSYM   |     30.00       N/A     30.00  |       1.83       0.47 |       1.8955
GESAN   |     30.26       N/A     30.26  |       2.10       1.45 |       2.0736
ODAS    |     40.10      7.65     30.36  |       0.75       1.25 |       1.3312
GEREL   |     30.61       N/A     30.61  |       4.91       6.16 |       3.3320
AGYO    |     30.62       N/A     30.62  |       0.33        N/A |       1.2844
ULUSE   |     31.57       N/A     31.57  |     166.57       2.80 |      43.7420
ATSYH   |     31.74       N/A     31.74  |       6.84       8.17 |       3.9265
SAFKR   |     31.80       N/A     31.80  |       3.89       2.54 |       3.0805
ARDYZ   |     32.28       N/A     32.28  |       9.09       3.29 |       4.4265
PKART   |     32.74       N/A     32.74  |       6.28       1.13 |       3.7114
MERCN   |     33.06       N/A     33.06  |       1.86       1.72 |       2.0304
ASTOR   |     33.54       N/A     33.54  |       7.22       7.65 |       4.1280
QNBFK   |     33.63       N/A     33.63  |      10.74      30.12 |       5.4627
SEGMN   |     34.03       N/A     34.03  |       1.94       3.26 |       2.1328
TLMAN   |     35.09       N/A     35.09  |       1.11       2.68 |       1.6975
CMENT   |     35.55       N/A     35.55  |       1.44       1.52 |       1.8655
OZYSR   |     35.89       N/A     35.89  |       1.58       0.74 |       1.9408
BALAT   |     36.05       N/A     36.05  |      17.02     377.19 |      14.1322
TAVHL   |     48.75     14.18     38.38  |       1.34       1.20 |       1.8886
GENKM   |     39.37       N/A     39.37  |       1.38       1.79 |       1.9511
FADE    |     40.35       N/A     40.35  |       0.69       1.20 |       1.5922
INVES   |     40.50       N/A     40.50  |       5.26     108.51 |       6.1066
FMIZP   |     41.96       N/A     41.96  |       6.46       6.11 |       4.4519
AYEN    |     42.34       N/A     42.34  |       0.52       1.31 |       1.5582
OZGYO   |     42.80       N/A     42.80  |       0.30       9.88 |       1.6209
MOPAS   |     43.14       N/A     43.14  |       1.87       0.49 |       2.3068
BRSAN   |     43.63       N/A     43.63  |       2.02       1.02 |       2.4164
ALVES   |     44.83       N/A     44.83  |       1.58       0.40 |       2.1946
IZENR   |     45.45       N/A     45.45  |       1.44       2.87 |       2.1877
EKDMR   |     45.50       N/A     45.50  |       1.24       0.97 |       2.0381
TGSAS   |     47.19       N/A     47.19  |       7.06      10.57 |       5.0298
MSGYO   |     47.92       N/A     47.92  |       0.61       2.66 |       1.7984
ARMGD   |     49.57       N/A     49.57  |       6.44       3.66 |       4.8912
ASELS   |     49.61       N/A     49.61  |       5.72       8.70 |       4.7807
MNDRS   |     49.70       N/A     49.70  |       0.19       0.38 |       1.5758
PINSU   |     50.41       N/A     50.41  |       1.29       1.18 |       2.2133
AKCNS   |     68.79      7.96     50.54  |       1.60       1.77 |       2.4033
TEZOL   |     51.20       N/A     51.20  |       1.26       1.41 |       2.2287
DGATE   |     52.66       N/A     52.66  |      11.18       0.22 |       6.2074
YATAS   |     52.32     53.73     52.74  |       0.57       0.25 |       1.8688
DURKN   |     54.32       N/A     54.32  |       1.15       2.64 |       2.2829
EMKEL   |     55.97       N/A     55.97  |       2.72       2.93 |       3.2018
PENTA   |     56.83       N/A     56.83  |       1.22       0.16 |       2.3444
LUKSK   |     58.83       N/A     58.83  |       1.81       6.34 |       2.8536
CLEBI   |     11.76    171.88     59.79  |       4.75       1.99 |       4.4113
GSDHO   |     60.70       N/A     60.70  |       0.46       1.02 |       2.0592
SEKUR   |     61.35       N/A     61.35  |       2.49       1.15 |       3.1965
EBEBK   |     63.29       N/A     63.29  |       2.33       0.41 |       3.1516
RALYH   |     64.64       N/A     64.64  |       8.86       6.93 |       6.5359
DNISI   |     65.82       N/A     65.82  |       1.77       5.02 |       3.0106
GENIL   |     66.86       N/A     66.86  |       3.58       2.02 |       3.9785
EUPWR   |     67.08       N/A     67.08  |       4.37       3.54 |       4.4463
TATEN   |     69.70       N/A     69.70  |       2.91       5.47 |       3.7590
KONYA   |     70.83       N/A     70.83  |       3.98       3.01 |       4.3332
PASEU   |     71.15       N/A     71.15  |      18.89      33.19 |       9.9894
SARKY   |     75.71       N/A     75.71  |       2.05       0.31 |       3.3629
PRZMA   |     76.33       N/A     76.33  |       9.16      42.96 |       8.0876
BARMA   |     78.98       N/A     78.98  |       3.98       4.78 |       4.6073
TDGYO   |     82.37       N/A     82.37  |       1.90     315.05 |       9.7682
GEDZA   |     85.72       N/A     85.72  |       1.27       1.31 |       3.2463
MARTI   |     86.00       N/A     86.00  |       0.35       1.60 |       2.7560
SELEC   |    113.21     25.51     86.90  |       3.83       0.75 |       4.6777
KUYAS   |     88.21       N/A     88.21  |      16.15      28.23 |      10.3111
AAGYO   |     88.50       N/A     88.50  |       0.69      11.82 |       3.2209
NATEN   |     92.57       N/A     92.57  |       0.82       4.04 |       3.2544
ISBIR   |     93.20       N/A     93.20  |       0.31       0.25 |       2.9190
OYAYO   |     96.31       N/A     96.31  |       6.37       2.35 |       6.3828
OYLUM   |     98.25       N/A     98.25  |       0.58       0.85 |       3.2256
DOHOL   |     18.70    291.14    100.43  |       0.58       0.56 |       3.2833
SANFM   |    108.38       N/A    108.38  |       5.69       2.70 |       6.3684
SAMAT   |    109.00       N/A    109.00  |       1.31      20.71 |       4.3416
KLRHO   |    109.40       N/A    109.40  |       4.56      13.44 |       5.9964
KMPUR   |    111.71       N/A    111.71  |       2.41       0.70 |       4.6229
BFREN   |    114.12       N/A    114.12  |      23.77       5.43 |      13.4363
KTLEV   |    115.72       N/A    115.72  |      23.50      22.16 |      13.8069
ISYAT   |    117.14       N/A    117.14  |       2.56       1.35 |       4.8812
ULUUN   |    117.25       N/A    117.25  |       0.52       0.10 |       3.7342
DOFRB   |    119.29       N/A    119.29  |      13.47      26.32 |      11.4407
KCAER   |    124.42       N/A    124.42  |       2.09       1.23 |       4.8334
MEDTR   |    125.04       N/A    125.04  |       1.18       1.00 |       4.3442
UCAYM   |    125.26       N/A    125.26  |       1.94       2.70 |       4.8024
SDTTR   |    127.37       N/A    127.37  |       5.82       6.38 |       7.0721
IZINV   |    128.33       N/A    128.33  |       3.11      12.10 |       5.7248
ONCSM   |    131.71       N/A    131.71  |      14.68       8.19 |      12.1112
PRDGS   |    143.00       N/A    143.00  |       0.62      40.75 |       5.3600
DMRGD   |    144.62       N/A    144.62  |       9.96      13.92 |      10.0083
SUMAS   |    145.73       N/A    145.73  |       4.62       3.56 |       6.8977
OTTO    |    150.00       N/A    150.00  |       1.99       3.55 |       5.5781
UFUK    |    154.22       N/A    154.22  |      33.16        N/A |      18.4688
DUNYH   |    156.11       N/A    156.11  |       2.80      31.24 |       6.7588
KRDMA   |    160.00       N/A    160.00  |       4.78       0.75 |       7.3471
SEYKM   |    163.00       N/A    163.00  |       1.98       3.90 |       5.9588
KRDMD   |    163.76       N/A    163.76  |       4.89       0.74 |       7.5192
AKFIS   |    177.50       N/A    177.50  |       1.33       4.65 |       6.0452
RODRG   |    181.14       N/A    181.14  |      10.24       9.24 |      11.1470
YAPRK   |    199.67       N/A    199.67  |       5.16      12.17 |       8.9547
VAKKO   |    206.53       N/A    206.53  |       1.12       0.59 |       6.7006
BIGTK   |    215.48       N/A    215.48  |       6.30      10.49 |      10.0132
BIGCH   |    235.33       N/A    235.33  |       2.69       0.81 |       8.4199
OBASE   |    240.00       N/A    240.00  |       2.28       2.09 |       8.3551
BMSCH   |    240.33       N/A    240.33  |       1.01       0.63 |       7.6350
VAKFA   |    240.80       N/A    240.80  |       1.47       1.24 |       7.9143
EMNIS   |    248.39       N/A    248.39  |       4.65       2.02 |       9.9032
CEOEM   |    264.20       N/A    264.20  |       2.62       1.25 |       9.2368
HEDEF   |    264.48       N/A    264.48  |      75.28     174.62 |      39.4267
ALFAS   |    265.89       N/A    265.89  |       3.00       2.47 |       9.5186
DSTKF   |    277.97       N/A    277.97  |      91.49     175.79 |      44.3736
INVEO   |    279.00       N/A    279.00  |       0.81     -19.84 |       8.8501
MAALT   |    300.00       N/A    300.00  |       2.04     218.71 |      14.3173
TSGYO   |    333.00       N/A    333.00  |       0.70      17.39 |      10.5246
GUBRF   |     20.84   1267.86    394.95  |       4.19       2.61 |      13.9756
KRDMB   |    561.20     14.86    397.30  |      16.75       2.73 |      20.9536
EREGL   |    600.29      6.82    422.25  |       0.96       1.31 |      12.9711
NUHCM   |    449.59       N/A    449.59  |       1.45       1.90 |      14.0610
INTEK   |    469.41       N/A    469.41  |      12.28       4.23 |      20.6435
EKGYO   |    259.25   1037.00    492.57  |       0.55       0.83 |      14.8045
GOLTS   |    496.92       N/A    496.92  |       0.59       0.86 |      14.9578
TRHOL   |    541.72       N/A    541.72  |    1110.82     106.98 |     314.8971
ALTNY   |    563.00       N/A    563.00  |       3.65       5.90 |      18.6854
PKENT   |    668.64       N/A    668.64  |      76.52      92.89 |      63.6093
EFOR    |    703.50       N/A    703.50  |       5.87       2.34 |      23.9687
TARKM   |    768.94       N/A    768.94  |       3.53       5.17 |      24.6596
GATEG   |    887.10       N/A    887.10  |       8.18       6.79 |      30.7270
KRTEK   |   1154.00       N/A   1154.00  |       0.48       0.56 |      34.2157
SMRTG   |   1172.00       N/A   1172.00  |       4.59       2.19 |      37.0403
MARBL   |   1299.00       N/A   1299.00  |       1.25       0.89 |      38.9114
TURGG   |   1396.00       N/A   1396.00  |       1.61        N/A |      42.1451
KUTPO   |   1465.83       N/A   1465.83  |      45.76       0.81 |      68.2968
KLKIM   |   1501.00       N/A   1501.00  |       1.94       1.31 |      45.2390
PAPIL   |   1593.00       N/A   1593.00  |       7.69      32.92 |      51.7396
BLUME   |   1609.00       N/A   1609.00  |       5.13      17.43 |      50.4953
EGEPO   |   1890.00       N/A   1890.00  |       4.49       6.71 |      58.1945
MAKIM   |   1955.00       N/A   1955.00  |       1.77       1.53 |      58.5041
POLTK   |   3322.98       N/A   3322.98  |     655.73     370.51 |     386.3597
INGRM   |   3437.50       N/A   3437.50  |       4.96       0.34 |     103.8363
MMCAS   |   5920.00       N/A   5920.00  |        N/A     103.64 |     181.6904
KSTUR   |   9821.43       N/A   9821.43  |      13.74      25.51 |     296.9355
ODINE   |   9936.84       N/A   9936.84  |      93.96      90.84 |     345.7573
ISKUR   | 10901162.00       N/A 10901162.00  |  222657.66        N/A |  443084.3248
ADEL    |       N/A       N/A       N/A  |       6.41       3.25 |       6.5320
ADGYO   |       N/A       N/A       N/A  |       1.85      35.29 |       4.6668
AGHOL   |       N/A      0.23       N/A  |       0.66       0.12 |       3.3047
AGROT   |       N/A       N/A       N/A  |       0.89       2.94 |       3.4892
